gamma1,gamma0,quick_physics_only_prauc,in_target_range_0.70_0.74,dist_to_center_0.72
0.8,-0.462158203125,0.508828597625012,False,0.211171402374988
1.0,-0.489990234375,0.5425119660859286,False,0.17748803391407142
1.2,-0.520751953125,0.5713635634153937,False,0.14863643658460624
1.4,-0.554443359375,0.6011908319018546,False,0.11880916809814535
1.6,-0.59033203125,0.6188821503141416,False,0.10111784968585835
1.8,-0.62841796875,0.6471445916075047,False,0.07285540839249527
2.0,-0.66796875,0.6589815448504012,False,0.061018455149598805
